DateTime,Input,Liquid_levels,Feedback,Valve_Positions
28-Sep-2025 17:52:16,0,0,0,0
28-Sep-2025 17:56:26,0,0,0,0
28-Sep-2025 17:56:26,0.8,0,0.8,66.41730783126
28-Sep-2025 17:56:26,0.8,1.39466051320988e-13,0.799999999999861,66.4173078312777
28-Sep-2025 17:56:28,0.8,0.186018162578429,0.613981837421571,82.2586280634768
28-Sep-2025 17:56:30,0.8,0.352513468990743,0.447486531009257,87.9020400043158
28-Sep-2025 17:56:33,0.8,0.522259154702387,0.277740845297613,88.0234256553024
28-Sep-2025 17:56:36,0.8,0.666561182526647,0.133438817473353,83.81291399017
28-Sep-2025 17:56:39,0.8,0.774914566186474,0.025085433813526,77.0178904494079
28-Sep-2025 17:56:43,0.8,0.840033363711316,-0.0400333637113158,69.4321841808606
28-Sep-2025 17:56:47,0.8,0.862643337266345,-0.0626433372663447,62.7441991850714
28-Sep-2025 17:56:53,0.8,0.852471851415378,-0.0524718514153781,58.2349836354437
28-Sep-2025 17:57:00,0.8,0.826657307451535,-0.0266573074515346,56.3744409714882
28-Sep-2025 17:57:09,0.8,0.803703764160915,-0.003703764160915,56.6390467712587
28-Sep-2025 17:57:19,0.8,0.797705553093347,0.00229444690665337,57.3446400472012
28-Sep-2025 17:57:30,0.8,0.798779311008677,0.00122068899132255,57.5966881654706
28-Sep-2025 17:57:45,0.8,0.800014661137113,-1.46611371132366e-05,57.5852598269449
28-Sep-2025 17:57:58,0.8,0.800100366463721,-0.000100366463721357,57.5567785240012
28-Sep-2025 17:58:11,0.8,0.800034140958676,-3.41409586762653e-05,57.5522911373465
28-Sep-2025 17:58:23,0.8,0.800023458356639,-2.34583566387503e-05,57.5526747384894
28-Sep-2025 17:58:34,0.8,0.800014162457822,-1.41624578215982e-05,57.5552160775344
28-Sep-2025 17:58:44,0.8,0.800007628416017,-7.62841601686937e-06,57.5567652033636
28-Sep-2025 17:58:55,0.8,0.800007409317509,-7.40931750919938e-06,57.5568443094616
28-Sep-2025 17:59:08,0.8,0.800014579805706,-1.45798057056279e-05,57.5555427609971
28-Sep-2025 17:59:21,0.8,0.800028869131807,-2.88691318071077e-05,57.5530168489493
28-Sep-2025 17:59:32,0.8,0.800024343266182,-2.43432661817256e-05,57.5538140128357
